31229;Tirapu;Total;2019;40;42.6472681375621;-1.6925220713
31230;Torralba del Río;Total;2019;103;42.623049727807;-2.31606487312
31231;Torres del Río;Total;2019;126;42.5285078743278;-2.2668232406
31232;Tudela;Total;2019;36.258;42.0744029085014;-1.6372817851
31233;Tulebras;Total;2019;128;41.9850928773319;-1.6832519553
31234;Ucar;Total;2019;184;42.6913800240842;-1.7041846424
31123;Uharte Arakil;Total;2019;805;42.9294584542027;-1.9567029912
31235;Ujué/Uxue;Total;2019;182;42.4800450053755;-1.4899549606
31236;Ultzama;Total;2019;1.653;43.0069397467496;-1.6751373435
31237;Unciti;Total;2019;211;42.7355439258175;-1.4909858934
31238;Unzué/Untzue;Total;2019;144;42.6651432469673;-1.6199779644
31239;Urdazubi/Urdax;Total;2019;349;43.2769356604141;-1.5055242230
31240;Urdiain;Total;2019;653;42.888039560563;-2.13735580444
31241;Urraul Alto;Total;2019;133;42.7821191186453;-1.2281452302
31242;Urraul Bajo;Total;2019;322;42.6883656913922;-1.3298743073
31244;Urroz;Total;2019;183;43.0850494485517;-1.7072376044
31243;Urroz-Villa;Total;2019;377;42.817991;-1.644215
31245;Urzainqui/Urzainki;Total;2019;84;42.8340441306529;-0.9154295396
31246;Uterga;Total;2019;153;42.7157100676288;-1.7501747244
31247;Uztárroz/Uztarroze;Total;2019;151;42.9193576753104;-0.9566955769
31249;Valtierra;Total;2019;2.412;42.2087106734368;-1.6162527253
31251;Viana;Total;2019;4.209;42.4943950901286;-2.3494958388
31252;Vidángoz/Bidankoze;Total;2019;90;42.8191153014244;-1.0052501238
31254;Villafranca;Total;2019;2.847;42.2779889430464;-1.7312713745
31255;Villamayor de Monjardín;Total;2019;119;42.612952077341;-2.12597406935
31257;Villatuerta;Total;2019;1.191;42.6373122067918;-1.9566981088
31258;Villava/Atarrabia;Total;2019;10.204;42.817991;-1.644215
31261;Yesa;Total;2019;292;42.6258572073353;-1.1859542947
31262;Zabalza/Zabaltza;Total;2019;297;42.772700969445;-1.79711161329
31073;Ziordia;Total;2019;348;42.8703029177776;-2.2283363342
31907;Zizur Mayor/Zizur Nagusia;Total;2019;14.894;42.7924990753233;-1.6923042873
31263;Zubieta;Total;2019;303;43.127585681605;-1.76108622354
31264;Zugarramurdi;Total;2019;219;43.275602053743;-1.54322405467
31265;Zúñiga;Total;2019;109;42.6926910658486;-2.2919781830
